miRNA;Target
hsa-miR-20a-5p;APOH
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;CBX5
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;TCEB1
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;RANGAP1
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;RANGAP1
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;ATAT1
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;ATAT1
hsa-miR-20a-5p;MELK
hsa-miR-20a-5p;HIST1H2BG
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;TM4SF5
hsa-miR-20a-5p;PNRC1
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;ATAT1
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;RANGAP1
hsa-miR-20a-5p;C15orf41
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;CBX8
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;TM4SF5
hsa-miR-20a-5p;WDR53
hsa-miR-20a-5p;POLM
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;RANGAP1
hsa-miR-20a-5p;FAM126B
hsa-miR-20a-5p;TCEB1
hsa-miR-20a-5p;TCEB1
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;FAXC
hsa-miR-20a-5p;RANGAP1
hsa-miR-20a-5p;SPIB
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;WDR53
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;RANGAP1
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;BRI3BP
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;PRKCB
hsa-miR-20a-5p;MYH9
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;FEM1A
hsa-miR-20a-5p;PIWIL2
hsa-miR-20a-5p;ACVR1B
hsa-miR-20a-5p;AKAP11
hsa-miR-20a-5p;ANKH
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;BCL2L11
hsa-miR-20a-5p;BNIP2
hsa-miR-20a-5p;C16orf70
hsa-miR-20a-5p;CCND1
hsa-miR-20a-5p;CNOT6L
hsa-miR-20a-5p;COIL
hsa-miR-20a-5p;DNAJB9
hsa-miR-20a-5p;DNAJC28
hsa-miR-20a-5p;ENPP5
hsa-miR-20a-5p;F3
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;GATA6
hsa-miR-20a-5p;GIGYF1
hsa-miR-20a-5p;HAUS8
hsa-miR-20a-5p;HMGB2
hsa-miR-20a-5p;HSPA8
hsa-miR-20a-5p;KMT2B
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;LAMTOR1
hsa-miR-20a-5p;LAPTM4A
hsa-miR-20a-5p;LZIC
hsa-miR-20a-5p;MAPRE3
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;MORF4L1
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;NABP1
hsa-miR-20a-5p;NR2C2
hsa-miR-20a-5p;PCBP2
hsa-miR-20a-5p;PPP1R15B
hsa-miR-20a-5p;PTPN4
hsa-miR-20a-5p;RAN
hsa-miR-20a-5p;SKIL
hsa-miR-20a-5p;SMIM13
hsa-miR-20a-5p;SOX4
hsa-miR-20a-5p;TMEM200C
hsa-miR-20a-5p;TXNIP
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;ZFYVE21
hsa-miR-20a-5p;PDRG1
hsa-miR-20a-5p;NARS
hsa-miR-20a-5p;ACTR2
hsa-miR-20a-5p;ZNF264
hsa-miR-20a-5p;KIAA1191
hsa-miR-20a-5p;ZDHHC20
hsa-miR-20a-5p;CCDC137
hsa-miR-20a-5p;SNAP47
hsa-miR-20a-5p;RBM12B
hsa-miR-20a-5p;CNOT4
hsa-miR-20a-5p;C3orf38
hsa-miR-20a-5p;KIAA0101
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;RPL17-C18orf32
hsa-miR-20a-5p;DCAF8
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;GATA6
hsa-miR-20a-5p;HSPA8
hsa-miR-20a-5p;LIMA1
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;ZBTB4
hsa-miR-20a-5p;AGMAT
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;ACVR1B
hsa-miR-20a-5p;AKAP11
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;ARHGAP1
hsa-miR-20a-5p;ARHGAP12
hsa-miR-20a-5p;BBX
hsa-miR-20a-5p;BCL2L11
hsa-miR-20a-5p;BICD2
hsa-miR-20a-5p;BNIP2
hsa-miR-20a-5p;BTF3L4
hsa-miR-20a-5p;C11orf30
hsa-miR-20a-5p;C16orf70
hsa-miR-20a-5p;C18orf32
hsa-miR-20a-5p;CCND1
hsa-miR-20a-5p;CNOT6L
hsa-miR-20a-5p;COIL
hsa-miR-20a-5p;DNAJB9
hsa-miR-20a-5p;EIF4H
hsa-miR-20a-5p;F3
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;FZD9
hsa-miR-20a-5p;GATA6
hsa-miR-20a-5p;GID4
hsa-miR-20a-5p;GPR137B
hsa-miR-20a-5p;KLHL28
hsa-miR-20a-5p;KLHL36
hsa-miR-20a-5p;KMT2B
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;LAMTOR1
hsa-miR-20a-5p;LAPTM4A
hsa-miR-20a-5p;LZIC
hsa-miR-20a-5p;M6PR
hsa-miR-20a-5p;MAPRE3
hsa-miR-20a-5p;MARCH6
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;NABP1
hsa-miR-20a-5p;NAGK
hsa-miR-20a-5p;NKIRAS1
hsa-miR-20a-5p;PCBP2
hsa-miR-20a-5p;PFKP
hsa-miR-20a-5p;PPP1R15B
hsa-miR-20a-5p;PXK
hsa-miR-20a-5p;RAB10
hsa-miR-20a-5p;RAB5B
hsa-miR-20a-5p;RAN
hsa-miR-20a-5p;POLR1B
hsa-miR-20a-5p;RPL17-C18orf32
hsa-miR-20a-5p;RPRD2
hsa-miR-20a-5p;RRAS2
hsa-miR-20a-5p;SKIL
hsa-miR-20a-5p;SLC5A3
hsa-miR-20a-5p;SMIM13
hsa-miR-20a-5p;SOX4
hsa-miR-20a-5p;SP4
hsa-miR-20a-5p;SRSF2
hsa-miR-20a-5p;TSKU
hsa-miR-20a-5p;U2SURP
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;WASL
hsa-miR-20a-5p;ZBTB37
hsa-miR-20a-5p;ZC3H12C
hsa-miR-20a-5p;ZFYVE21
hsa-miR-20a-5p;PDRG1
hsa-miR-20a-5p;NARS
hsa-miR-20a-5p;ACTR2
hsa-miR-20a-5p;ZNF264
hsa-miR-20a-5p;F2R
hsa-miR-20a-5p;CCDC137
hsa-miR-20a-5p;BMP8B
hsa-miR-20a-5p;ZMYM1
hsa-miR-20a-5p;CKAP2
hsa-miR-20a-5p;SMAD4
hsa-miR-20a-5p;TMEM242
hsa-miR-20a-5p;CNOT4
hsa-miR-20a-5p;C3orf38
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;GATA6
hsa-miR-20a-5p;KDM6B
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;ZNF70
hsa-miR-20a-5p;ACTR2
hsa-miR-20a-5p;AKAP11
hsa-miR-20a-5p;ANKH
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;ARHGAP12
hsa-miR-20a-5p;BBX
hsa-miR-20a-5p;BCL2L11
hsa-miR-20a-5p;BICD2
hsa-miR-20a-5p;BTF3L4
hsa-miR-20a-5p;BTG3
hsa-miR-20a-5p;C11orf30
hsa-miR-20a-5p;C16orf70
hsa-miR-20a-5p;RSRP1
hsa-miR-20a-5p;C3orf38
hsa-miR-20a-5p;CAV1
hsa-miR-20a-5p;CCDC6
hsa-miR-20a-5p;CCDC71L
hsa-miR-20a-5p;CENPQ
hsa-miR-20a-5p;CLIC4
hsa-miR-20a-5p;CLIP4
hsa-miR-20a-5p;CNOT6L
hsa-miR-20a-5p;COIL
hsa-miR-20a-5p;COX6B1
hsa-miR-20a-5p;CRK
hsa-miR-20a-5p;CSNK1A1
hsa-miR-20a-5p;DCAF8
hsa-miR-20a-5p;DNAJC28
hsa-miR-20a-5p;EIF4A2
hsa-miR-20a-5p;EIF4H
hsa-miR-20a-5p;ELK4
hsa-miR-20a-5p;F3
hsa-miR-20a-5p;FAM129A
hsa-miR-20a-5p;FAM129A
hsa-miR-20a-5p;FAM160B1
hsa-miR-20a-5p;FAM210A
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;FEM1B
hsa-miR-20a-5p;FEM1C
hsa-miR-20a-5p;FGFR1OP
hsa-miR-20a-5p;FJX1
hsa-miR-20a-5p;FNBP1L
hsa-miR-20a-5p;FZD9
hsa-miR-20a-5p;GID4
hsa-miR-20a-5p;GIGYF1
hsa-miR-20a-5p;GNS
hsa-miR-20a-5p;GPR157
hsa-miR-20a-5p;HMGB2
hsa-miR-20a-5p;ITGB1
hsa-miR-20a-5p;KCNB1
hsa-miR-20a-5p;KIAA0101
hsa-miR-20a-5p;KLHL28
hsa-miR-20a-5p;KLHL36
hsa-miR-20a-5p;KMT2B
hsa-miR-20a-5p;LAMTOR1
hsa-miR-20a-5p;LDLR
hsa-miR-20a-5p;LRP12
hsa-miR-20a-5p;M6PR
hsa-miR-20a-5p;MAP7
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;MKNK2
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;NACC2
hsa-miR-20a-5p;NAGK
hsa-miR-20a-5p;NARS
hsa-miR-20a-5p;NIPA1
hsa-miR-20a-5p;NR2C2
hsa-miR-20a-5p;NUFIP2
hsa-miR-20a-5p;OTUD4
hsa-miR-20a-5p;PHTF2
hsa-miR-20a-5p;PPP1R15B
hsa-miR-20a-5p;PRRG4
hsa-miR-20a-5p;PTPN4
hsa-miR-20a-5p;PXK
hsa-miR-20a-5p;RAB10
hsa-miR-20a-5p;RACGAP1
hsa-miR-20a-5p;RGMB
hsa-miR-20a-5p;RORA
hsa-miR-20a-5p;RRAGD
hsa-miR-20a-5p;RUNX3
hsa-miR-20a-5p;SCAMP2
hsa-miR-20a-5p;SEPT2
hsa-miR-20a-5p;SESN3
hsa-miR-20a-5p;SLC5A3
hsa-miR-20a-5p;SMAD4
hsa-miR-20a-5p;SP4
hsa-miR-20a-5p;TFAM
hsa-miR-20a-5p;TIMM17A
hsa-miR-20a-5p;TMEM127
hsa-miR-20a-5p;TMEM200C
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;UBXN2A
hsa-miR-20a-5p;WASL
hsa-miR-20a-5p;ZBTB37
hsa-miR-20a-5p;ZBTB7A
hsa-miR-20a-5p;ZFYVE21
hsa-miR-20a-5p;ZNF202
hsa-miR-20a-5p;ZNF264
hsa-miR-20a-5p;ZNF35
hsa-miR-20a-5p;ZNFX1
hsa-miR-20a-5p;PDRG1
hsa-miR-20a-5p;RBSN
hsa-miR-20a-5p;KRT10
hsa-miR-20a-5p;MFSD8
hsa-miR-20a-5p;KIAA1191
hsa-miR-20a-5p;ZNF417
hsa-miR-20a-5p;ZDHHC20
hsa-miR-20a-5p;CCDC137
hsa-miR-20a-5p;BMP8B
hsa-miR-20a-5p;C9orf40
hsa-miR-20a-5p;DSPP
hsa-miR-20a-5p;TAX1BP1
hsa-miR-20a-5p;ZNF12
hsa-miR-20a-5p;PVR
hsa-miR-20a-5p;MAVS
hsa-miR-20a-5p;CNOT4
hsa-miR-20a-5p;RPF2
hsa-miR-20a-5p;CEP72
hsa-miR-20a-5p;MDM2
hsa-miR-20a-5p;LRPAP1
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;FXYD5
hsa-miR-20a-5p;EPS15L1
hsa-miR-20a-5p;ACVR1B
hsa-miR-20a-5p;AKAP11
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;BBX
hsa-miR-20a-5p;BCL2L11
hsa-miR-20a-5p;BTG3
hsa-miR-20a-5p;C16orf70
hsa-miR-20a-5p;CCDC71L
hsa-miR-20a-5p;CCND1
hsa-miR-20a-5p;CNOT6L
hsa-miR-20a-5p;COIL
hsa-miR-20a-5p;DNAJB9
hsa-miR-20a-5p;EFCAB14
hsa-miR-20a-5p;EIF4H
hsa-miR-20a-5p;F3
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;FEM1C
hsa-miR-20a-5p;FZD9
hsa-miR-20a-5p;GATA6
hsa-miR-20a-5p;GIGYF1
hsa-miR-20a-5p;HMGB2
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;LAMTOR1
hsa-miR-20a-5p;LAPTM4A
hsa-miR-20a-5p;LZIC
hsa-miR-20a-5p;MAPRE3
hsa-miR-20a-5p;MARCH6
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;MORF4L1
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;NABP1
hsa-miR-20a-5p;NAGK
hsa-miR-20a-5p;NFAT5
hsa-miR-20a-5p;PFKP
hsa-miR-20a-5p;PPP1R15B
hsa-miR-20a-5p;PTPN4
hsa-miR-20a-5p;PXK
hsa-miR-20a-5p;RAB10
hsa-miR-20a-5p;RAN
hsa-miR-20a-5p;RUNX3
hsa-miR-20a-5p;SKIL
hsa-miR-20a-5p;SLC5A3
hsa-miR-20a-5p;SOX4
hsa-miR-20a-5p;TGFBR2
hsa-miR-20a-5p;TXNIP
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;YWHAZ
hsa-miR-20a-5p;ZBTB37
hsa-miR-20a-5p;ZBTB4
hsa-miR-20a-5p;ZNF354B
hsa-miR-20a-5p;PDRG1
hsa-miR-20a-5p;ACTR2
hsa-miR-20a-5p;MFSD8
hsa-miR-20a-5p;KIAA1191
hsa-miR-20a-5p;ZNF417
hsa-miR-20a-5p;C9orf40
hsa-miR-20a-5p;TAX1BP1
hsa-miR-20a-5p;ZNF12
hsa-miR-20a-5p;C3orf38
hsa-miR-20a-5p;KIAA0101
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;PXYLP1
hsa-miR-20a-5p;ADAR
hsa-miR-20a-5p;ANKH
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;ARHGAP1
hsa-miR-20a-5p;ARSJ
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;BMP8B
hsa-miR-20a-5p;BNIP2
hsa-miR-20a-5p;BTF3L4
hsa-miR-20a-5p;BTG2
hsa-miR-20a-5p;BTG3
hsa-miR-20a-5p;C11orf30
hsa-miR-20a-5p;C16orf52
hsa-miR-20a-5p;C16orf70
hsa-miR-20a-5p;RSRP1
hsa-miR-20a-5p;C9orf40
hsa-miR-20a-5p;CAPRIN2
hsa-miR-20a-5p;CBX1
hsa-miR-20a-5p;CFL2
hsa-miR-20a-5p;CNOT6L
hsa-miR-20a-5p;COIL
hsa-miR-20a-5p;DNAJC28
hsa-miR-20a-5p;DYNC1LI2
hsa-miR-20a-5p;EGLN3
hsa-miR-20a-5p;EIF2S1
hsa-miR-20a-5p;EIF4H
hsa-miR-20a-5p;ENPP5
hsa-miR-20a-5p;FAM129A
hsa-miR-20a-5p;FAM129A
hsa-miR-20a-5p;FCHO2
hsa-miR-20a-5p;FEM1B
hsa-miR-20a-5p;FICD
hsa-miR-20a-5p;FNBP1L
hsa-miR-20a-5p;FOXC1
hsa-miR-20a-5p;FOXJ2
hsa-miR-20a-5p;FOXJ3
hsa-miR-20a-5p;FRS2
hsa-miR-20a-5p;FZD9
hsa-miR-20a-5p;GIGYF1
hsa-miR-20a-5p;GNPTAB
hsa-miR-20a-5p;GNS
hsa-miR-20a-5p;HMGB1
hsa-miR-20a-5p;HMGB3
hsa-miR-20a-5p;HOXD11
hsa-miR-20a-5p;ISOC1
hsa-miR-20a-5p;KIAA0513
hsa-miR-20a-5p;KLHL36
hsa-miR-20a-5p;KMT2B
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;LAPTM4A
hsa-miR-20a-5p;LDLR
hsa-miR-20a-5p;LEPROT
hsa-miR-20a-5p;M6PR
hsa-miR-20a-5p;MAPK1
hsa-miR-20a-5p;MAPK1
hsa-miR-20a-5p;MARCH6
hsa-miR-20a-5p;MCC
hsa-miR-20a-5p;MECP2
hsa-miR-20a-5p;MED17
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;NAGK
hsa-miR-20a-5p;NARS
hsa-miR-20a-5p;NFAT5
hsa-miR-20a-5p;NIN
hsa-miR-20a-5p;NR2C2
hsa-miR-20a-5p;NR2F6
hsa-miR-20a-5p;PHTF2
hsa-miR-20a-5p;POLR3A
hsa-miR-20a-5p;PPP6R3
hsa-miR-20a-5p;PRKACB
hsa-miR-20a-5p;PTPDC1
hsa-miR-20a-5p;PXK
hsa-miR-20a-5p;QKI
hsa-miR-20a-5p;RAB10
hsa-miR-20a-5p;RAB11FIP1
hsa-miR-20a-5p;RAB22A
hsa-miR-20a-5p;RAB5B
hsa-miR-20a-5p;RB1
hsa-miR-20a-5p;REEP3
hsa-miR-20a-5p;RGMB
hsa-miR-20a-5p;RHOC
hsa-miR-20a-5p;RNASEH1
hsa-miR-20a-5p;RORA
hsa-miR-20a-5p;RPS6KA5
hsa-miR-20a-5p;RRN3
hsa-miR-20a-5p;RUFY2
hsa-miR-20a-5p;SALL3
hsa-miR-20a-5p;SAMD12
hsa-miR-20a-5p;SAMD8
hsa-miR-20a-5p;SAMD8
hsa-miR-20a-5p;SCD
hsa-miR-20a-5p;SH3GLB1
hsa-miR-20a-5p;SKIL
hsa-miR-20a-5p;SLC25A44
hsa-miR-20a-5p;SLC30A1
hsa-miR-20a-5p;SMAD4
hsa-miR-20a-5p;SOCS7
hsa-miR-20a-5p;SP4
hsa-miR-20a-5p;STK11IP
hsa-miR-20a-5p;TCF7L2
hsa-miR-20a-5p;TGFBR2
hsa-miR-20a-5p;TIMM17A
hsa-miR-20a-5p;TMEM100
hsa-miR-20a-5p;TMEM127
hsa-miR-20a-5p;TNFRSF21
hsa-miR-20a-5p;TNKS2
hsa-miR-20a-5p;TSR1
hsa-miR-20a-5p;TTC9
hsa-miR-20a-5p;U2SURP
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;UBXN2A
hsa-miR-20a-5p;UBXN2A
hsa-miR-20a-5p;ULK1
hsa-miR-20a-5p;ULK1
hsa-miR-20a-5p;USP48
hsa-miR-20a-5p;WASL
hsa-miR-20a-5p;WIPF2
hsa-miR-20a-5p;YWHAZ
hsa-miR-20a-5p;ZBTB18
hsa-miR-20a-5p;ZBTB33
hsa-miR-20a-5p;ZBTB5
hsa-miR-20a-5p;ZC3H12C
hsa-miR-20a-5p;ZDHHC20
hsa-miR-20a-5p;ZNF202
hsa-miR-20a-5p;ZNF264
hsa-miR-20a-5p;F2RL3
hsa-miR-20a-5p;MTPAP
hsa-miR-20a-5p;KRT10
hsa-miR-20a-5p;MED16
hsa-miR-20a-5p;FMNL2
hsa-miR-20a-5p;HIST1H2BD
hsa-miR-20a-5p;EXO5
hsa-miR-20a-5p;MFSD8
hsa-miR-20a-5p;ZNF417
hsa-miR-20a-5p;EFCAB11
hsa-miR-20a-5p;ZNF107
hsa-miR-20a-5p;ZNF180
hsa-miR-20a-5p;ZNF681
hsa-miR-20a-5p;ZNF12
hsa-miR-20a-5p;PVR
hsa-miR-20a-5p;MAVS
hsa-miR-20a-5p;RPF2
hsa-miR-20a-5p;TRAPPC2
hsa-miR-20a-5p;PLS1
hsa-miR-20a-5p;GINS4
hsa-miR-20a-5p;LUZP2
hsa-miR-20a-5p;FXYD5
hsa-miR-20a-5p;EPS15L1
hsa-miR-20a-5p;ACSL4
hsa-miR-20a-5p;ACTR2
hsa-miR-20a-5p;ACVR1B
hsa-miR-20a-5p;ADAR
hsa-miR-20a-5p;AKAP11
hsa-miR-20a-5p;ANKH
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;ARHGAP12
hsa-miR-20a-5p;ATXN1
hsa-miR-20a-5p;B2M
hsa-miR-20a-5p;BBX
hsa-miR-20a-5p;BCL2L11
hsa-miR-20a-5p;BTF3L4
hsa-miR-20a-5p;BTG3
hsa-miR-20a-5p;C11orf30
hsa-miR-20a-5p;C16orf70
hsa-miR-20a-5p;CERCAM
hsa-miR-20a-5p;CLIC4
hsa-miR-20a-5p;CNOT6L
hsa-miR-20a-5p;COIL
hsa-miR-20a-5p;DNAJB9
hsa-miR-20a-5p;EGLN3
hsa-miR-20a-5p;ENPP5
hsa-miR-20a-5p;EPHA4
hsa-miR-20a-5p;F3
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;FJX1
hsa-miR-20a-5p;FNBP1L
hsa-miR-20a-5p;FOXC1
hsa-miR-20a-5p;FOXK2
hsa-miR-20a-5p;GATA6
hsa-miR-20a-5p;GIGYF1
hsa-miR-20a-5p;GNS
hsa-miR-20a-5p;ICMT
hsa-miR-20a-5p;KATNAL1
hsa-miR-20a-5p;KLHL28
hsa-miR-20a-5p;KLHL36
hsa-miR-20a-5p;KMT2B
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;LAPTM4A
hsa-miR-20a-5p;M6PR
hsa-miR-20a-5p;MAPRE3
hsa-miR-20a-5p;MARCH6
hsa-miR-20a-5p;MIDN
hsa-miR-20a-5p;MORF4L1
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;NETO2
hsa-miR-20a-5p;NFIB
hsa-miR-20a-5p;NR2C2
hsa-miR-20a-5p;NUFIP2
hsa-miR-20a-5p;PFKP
hsa-miR-20a-5p;PLRG1
hsa-miR-20a-5p;PPP1R15B
hsa-miR-20a-5p;PTP4A1
hsa-miR-20a-5p;PTPN4
hsa-miR-20a-5p;PXK
hsa-miR-20a-5p;RAB10
hsa-miR-20a-5p;RAN
hsa-miR-20a-5p;RAP2C
hsa-miR-20a-5p;RLIM
hsa-miR-20a-5p;RORA
hsa-miR-20a-5p;SALL3
hsa-miR-20a-5p;SHOC2
hsa-miR-20a-5p;SIK1
hsa-miR-20a-5p;SKIL
hsa-miR-20a-5p;SLC25A44
hsa-miR-20a-5p;SLC30A1
hsa-miR-20a-5p;SLC5A3
hsa-miR-20a-5p;SMIM13
hsa-miR-20a-5p;SMOC1
hsa-miR-20a-5p;SOX4
hsa-miR-20a-5p;TGFBR2
hsa-miR-20a-5p;TMEM200C
hsa-miR-20a-5p;TNFRSF21
hsa-miR-20a-5p;TPRG1L
hsa-miR-20a-5p;TSG101
hsa-miR-20a-5p;TSR1
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;ULK1
hsa-miR-20a-5p;ZBTB4
hsa-miR-20a-5p;ZFYVE21
hsa-miR-20a-5p;ZNF202
hsa-miR-20a-5p;ZNF264
hsa-miR-20a-5p;ZNF805
hsa-miR-20a-5p;PDRG1
hsa-miR-20a-5p;KRT10
hsa-miR-20a-5p;TNFRSF10B
hsa-miR-20a-5p;HIST1H2BD
hsa-miR-20a-5p;MFSD8
hsa-miR-20a-5p;ZNF417
hsa-miR-20a-5p;ZDHHC20
hsa-miR-20a-5p;CSDE1
hsa-miR-20a-5p;SMAD4
hsa-miR-20a-5p;ZNF12
hsa-miR-20a-5p;CNOT4
hsa-miR-20a-5p;RPF2
hsa-miR-20a-5p;PLS1
hsa-miR-20a-5p;C3orf38
hsa-miR-20a-5p;FICD
hsa-miR-20a-5p;EPS15L1
hsa-miR-20a-5p;ARID4B
hsa-miR-20a-5p;DYRK2
hsa-miR-20a-5p;FOXK1
hsa-miR-20a-5p;GDF11
hsa-miR-20a-5p;MSMO1
hsa-miR-20a-5p;PTP4A1
hsa-miR-20a-5p;RAB5B
hsa-miR-20a-5p;RLIM
hsa-miR-20a-5p;SHOC2
hsa-miR-20a-5p;WAC
hsa-miR-20a-5p;XIAP
hsa-miR-20a-5p;MED16
hsa-miR-20a-5p;HSPA4L
hsa-miR-20a-5p;DIS3L
hsa-miR-20a-5p;ZDHHC20
hsa-miR-20a-5p;SLC25A46
hsa-miR-20a-5p;PTRF
hsa-miR-20a-5p;COA7
hsa-miR-20a-5p;C21orf62-AS1
hsa-miR-20a-5p;CCND1
hsa-miR-20a-5p;GLO1
hsa-miR-20a-5p;KIF23
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;MSMO1
hsa-miR-20a-5p;MYLIP
hsa-miR-20a-5p;RAB5B
hsa-miR-20a-5p;RLIM
hsa-miR-20a-5p;KCNA7
hsa-miR-20a-5p;ZNF514
hsa-miR-20a-5p;MASTL
hsa-miR-20a-5p;FAM89A
hsa-miR-20a-5p;FOXC1
hsa-miR-20a-5p;ADAT2
hsa-miR-20a-5p;AKAP11
hsa-miR-20a-5p;ANKRD33B
hsa-miR-20a-5p;BTG3
hsa-miR-20a-5p;C11orf30
hsa-miR-20a-5p;CAPRIN2
hsa-miR-20a-5p;CCND1
hsa-miR-20a-5p;CEP170
hsa-miR-20a-5p;DIAPH2
hsa-miR-20a-5p;DNAJB6
hsa-miR-20a-5p;DNAJB9
hsa-miR-20a-5p;DPYSL2
hsa-miR-20a-5p;DUSP2
hsa-miR-20a-5p;EIF4H
hsa-miR-20a-5p;ELAVL2
hsa-miR-20a-5p;FBXL5
hsa-miR-20a-5p;FBXL7
hsa-miR-20a-5p;FEM1C
hsa-miR-20a-5p;HMBOX1
hsa-miR-20a-5p;KCNJ8
hsa-miR-20a-5p;KIAA0922
hsa-miR-20a-5p;KLF3
hsa-miR-20a-5p;KMT2B
hsa-miR-20a-5p;KPNA2
hsa-miR-20a-5p;LAPTM4A
hsa-miR-20a-5p;LDLR
hsa-miR-20a-5p;LIMA1
hsa-miR-20a-5p;MAP7
hsa-miR-20a-5p;MARCH6
hsa-miR-20a-5p;MKNK2
hsa-miR-20a-5p;MORF4L1
hsa-miR-20a-5p;PFKP
hsa-miR-20a-5p;PPP1R15B
hsa-miR-20a-5p;PRKAR1A
hsa-miR-20a-5p;RAN
hsa-miR-20a-5p;RBM20
hsa-miR-20a-5p;RNASEH1
hsa-miR-20a-5p;RPS6KA5
hsa-miR-20a-5p;SALL3
hsa-miR-20a-5p;SKIL
hsa-miR-20a-5p;SUV420H1
hsa-miR-20a-5p;TBL1XR1
hsa-miR-20a-5p;TGFBR2
hsa-miR-20a-5p;TIMM17A
hsa-miR-20a-5p;U2SURP
hsa-miR-20a-5p;RPS27A
hsa-miR-20a-5p;UNK
hsa-miR-20a-5p;WAC
hsa-miR-20a-5p;YOD1
hsa-miR-20a-5p;YOD1
hsa-miR-20a-5p;ZC3H12C
hsa-miR-20a-5p;ZFYVE26
hsa-miR-20a-5p;ZNF385A
hsa-miR-20a-5p;ZNF532
hsa-miR-20a-5p;SPTLC2
hsa-miR-20a-5p;FHDC1
hsa-miR-20a-5p;MTPAP
hsa-miR-20a-5p;ZNF264
hsa-miR-20a-5p;TXK
hsa-miR-20a-5p;TNFRSF10B
hsa-miR-20a-5p;EXO5
